date,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2016-1-7T3Z,93,86,76,86,76,100,66,81,93,78,100,93,100,93,92,52,55,55,68,47,88,80,80,77,58,75,73,38,77,46,87,76,93,90,90,76
2016-1-7T4Z,93,83,58,89,81,100,73,73,83,78,93,93,93,100,92,60,55,68,74,41,89,76,86,93,62,87,85,36,73,50,87,76,50,81,81,76
2016-1-7T5Z,94,80,41,93,87,100,81,66,74,80,92,93,93,99,92,59,55,68,73,41,88,76,85,93,67,86,84,57,74,50,86,75,60,84,84,76
2016-1-7T6Z,93,97,51,93,81,100,87,93,85,79,100,93,82,86,96,56,55,68,50,45,68,87,78,93,73,87,58,85,67,38,87,58,50,66,66,58
2016-1-7T7Z,100,80,87,100,87,76,93,93,80,80,100,100,100,100,95,74,47,68,68,52,68,81,69,100,78,80,92,46,67,45,92,52,47,51,51,52
2016-1-7T8Z,100,96,87,100,87,71,87,100,87,74,100,93,100,93,95,60,55,68,58,56,89,87,69,93,78,79,63,85,67,67,92,40,32,45,45,43
2016-1-7T9Z,100,96,44,100,93,100,81,100,87,80,87,93,100,93,92,60,74,74,68,47,74,81,74,88,78,92,79,49,62,57,92,40,34,45,45,40
2016-1-7T10Z,93,86,93,100,87,71,81,87,80,80,93,100,100,93,94,60,59,80,58,52,74,87,64,93,78,74,63,85,62,72,92,56,28,45,45,43
2016-1-7T11Z,100,92,48,100,100,93,81,100,86,80,100,100,93,100,92,60,74,92,63,60,74,81,76,100,85,79,85,53,62,45,82,40,27,39,39,40
2016-1-7T12Z,93,92,48,100,100,92,81,99,86,80,99,100,93,99,92,61,74,91,63,60,74,81,76,100,84,73,83,50,62,45,82,42,33,45,45,42
2016-1-7T13Z,94,92,65,100,100,76,81,93,86,80,93,100,100,93,92,80,74,80,74,75,86,93,76,100,78,73,65,47,62,62,81,42,34,45,45,42
2016-1-7T14Z,100,95,81,100,98,87,83,94,79,80,90,97,99,95,93,72,86,72,67,64,89,92,67,100,67,79,55,40,67,80,78,45,43,51,51,52
2016-1-7T15Z,100,80,60,100,93,76,81,87,64,80,93,93,100,100,100,56,74,67,55,67,90,87,64,88,73,78,49,37,66,40,77,46,44,52,52,52
2016-1-7T16Z,100,82,60,100,90,76,81,93,66,85,84,90,94,96,97,57,69,59,53,62,70,84,60,82,57,74,46,32,63,31,73,59,52,62,62,59
2016-1-7T17Z,100,86,61,100,87,76,81,100,69,92,76,87,88,93,95,60,64,52,51,58,48,82,56,77,40,74,44,47,70,23,71,55,60,68,68,60
2016-1-7T18Z,100,80,100,100,66,81,75,93,64,58,68,82,82,93,95,57,52,50,45,50,64,93,62,69,28,74,48,30,58,23,67,45,40,93,93,45
2016-1-7T19Z,93,70,100,100,62,71,66,81,60,86,37,67,68,93,86,57,64,50,45,58,33,82,57,64,26,80,58,24,63,20,73,42,40,100,100,42
2016-1-7T20Z,93,70,100,100,62,71,66,81,60,85,39,67,69,93,86,57,65,50,46,58,34,83,57,65,26,74,58,28,68,23,73,48,56,100,100,48
2016-1-7T21Z,91,75,100,87,62,66,61,75,52,59,28,72,68,93,86,61,60,62,52,38,30,82,44,64,26,74,65,27,68,20,73,49,61,100,100,48
2016-1-7T22Z,86,70,97,89,62,70,57,75,52,71,40,77,68,93,98,61,69,62,64,67,41,87,57,57,26,80,74,24,68,39,76,63,100,100,100,63
2016-1-7T23Z,89,65,95,93,62,76,53,76,52,86,40,76,68,93,98,61,69,62,64,67,41,87,57,58,27,79,74,49,70,39,75,69,100,100,100,66
2016-1-8T0Z,86,69,72,86,62,73,56,84,67,86,67,82,87,100,98,70,69,71,74,58,55,93,80,73,39,86,86,27,79,42,76,59,32,100,100,59
2016-1-8T1Z,87,75,50,80,62,71,61,93,83,86,67,81,86,99,98,70,69,71,74,58,55,93,80,73,53,86,85,33,79,42,76,59,41,100,100,59
2016-1-8T2Z,93,82,74,89,73,84,66,95,80,91,71,80,86,98,96,81,84,78,77,66,67,94,81,86,60,86,80,56,79,71,79,62,100,100,100,62
2016-1-8T3Z,93,75,46,87,76,100,70,87,69,92,76,87,100,100,86,81,69,71,74,72,59,93,86,77,63,86,92,52,82,58,79,62,93,99,99,62
2016-1-8T4Z,93,75,53,89,73,88,70,87,68,92,93,100,100,100,86,87,74,66,74,76,74,100,93,88,62,86,74,43,100,63,80,62,42,93,93,62
2016-1-8T5Z,94,75,62,93,71,76,70,87,68,92,92,99,99,99,86,87,74,66,74,76,74,99,92,88,62,83,74,61,90,63,77,68,54,94,94,65
2016-1-8T6Z,93,79,66,100,62,100,70,81,68,97,93,100,100,93,100,100,64,62,56,71,80,87,80,93,73,86,86,85,85,85,80,58,36,87,87,58
2016-1-8T7Z,93,87,71,93,80,87,75,100,63,92,87,93,100,93,86,93,65,61,94,81,84,93,80,100,73,85,96,100,85,85,81,58,36,100,100,58
2016-1-8T8Z,100,86,72,93,80,87,75,99,63,91,86,100,99,93,86,100,67,66,94,100,84,93,80,93,72,92,80,68,85,85,81,67,37,93,93,67
2016-1-8T9Z,98,87,76,100,53,100,75,100,86,94,100,100,100,93,98,99,80,66,93,100,84,93,80,93,79,90,80,75,87,85,80,66,36,93,93,66
2016-1-8T10Z,93,100,76,100,86,89,81,81,92,90,100,100,100,100,99,93,86,93,86,100,88,100,93,93,68,76,93,100,100,78,80,63,32,100,100,63
2016-1-8T11Z,100,92,87,100,50,76,87,93,92,100,93,93,100,100,99,93,86,87,81,93,92,100,93,82,73,76,69,58,100,79,80,72,32,100,100,67
2016-1-8T12Z,93,88,85,100,60,79,85,89,92,100,95,95,100,100,99,100,88,87,87,93,90,93,86,83,73,100,76,43,100,77,80,67,34,87,87,67
2016-1-8T13Z,94,80,81,100,86,89,81,80,92,100,100,100,100,100,99,99,93,87,87,93,88,93,86,83,73,98,93,44,98,73,79,69,34,87,87,67
2016-1-8T14Z,100,81,90,100,80,87,80,88,88,96,100,93,100,100,98,93,96,81,100,93,90,93,93,83,67,77,69,51,92,86,77,87,34,93,93,77
2016-1-8T15Z,100,100,87,100,86,90,81,87,84,85,99,93,100,99,100,93,93,81,100,93,92,93,93,82,68,78,68,53,89,80,80,86,34,94,94,77
2016-1-8T16Z,100,100,81,100,66,96,65,93,92,92,93,100,100,93,100,100,93,93,100,100,86,93,93,69,55,93,48,60,79,74,98,82,37,100,100,82
2016-1-8T17Z,100,99,81,100,66,95,65,93,92,91,72,71,88,100,99,81,100,76,93,87,85,88,93,74,54,93,45,80,79,69,98,82,42,100,100,82
2016-1-8T18Z,97,100,81,100,66,87,67,87,74,85,71,71,87,100,97,81,100,75,93,87,80,87,93,74,47,92,45,76,76,69,98,82,42,100,100,82
2016-1-8T19Z,86,93,81,93,47,48,65,62,64,85,59,76,82,100,86,93,100,71,93,100,86,82,93,74,59,86,56,65,68,100,100,87,42,100,100,87
2016-1-8T20Z,87,93,81,93,48,49,64,63,65,85,60,76,83,99,86,91,100,72,93,98,86,83,93,74,61,86,56,56,68,100,100,93,48,100,100,93
2016-1-8T21Z,85,100,76,87,44,44,65,66,55,79,52,77,88,93,93,76,87,71,93,100,93,88,93,69,93,84,65,58,68,100,100,92,54,100,100,92
2016-1-8T22Z,81,85,76,78,42,45,61,60,66,81,43,81,88,89,93,76,87,69,93,100,96,88,96,65,93,71,69,65,73,87,100,87,100,100,100,87
2016-1-8T23Z,85,70,76,70,41,48,57,54,80,85,35,87,88,86,95,76,87,67,93,100,100,88,100,65,93,70,74,75,73,74,99,86,100,100,100,87
2016-1-9T0Z,93,84,78,80,42,54,57,54,85,82,57,87,90,86,90,78,93,71,93,100,100,90,96,73,93,86,76,99,68,74,100,82,51,100,100,82
2016-1-9T1Z,93,100,81,93,44,62,57,54,92,79,82,87,93,86,85,81,100,76,93,100,100,93,93,83,93,86,80,90,68,74,100,82,57,100,100,82
2016-1-9T2Z,93,94,89,96,64,76,60,70,90,84,81,87,93,95,89,87,100,81,93,100,96,93,93,100,96,90,96,65,69,86,100,82,100,100,100,82
2016-1-9T3Z,94,93,76,100,50,76,70,66,75,85,93,87,93,95,92,87,93,81,93,100,93,92,93,99,93,90,95,66,69,74,99,81,94,100,100,81
2016-1-9T4Z,100,96,78,100,53,87,71,73,83,85,58,100,100,95,92,87,93,81,93,100,100,87,93,94,93,100,86,70,69,80,99,76,59,100,100,76
2016-1-9T5Z,100,100,81,100,58,100,73,81,92,85,57,99,99,94,92,86,93,81,93,99,99,87,93,94,93,98,86,79,74,80,98,75,67,100,100,77
2016-1-9T6Z,100,100,81,100,62,100,60,100,86,92,35,87,100,95,85,81,93,81,93,81,93,100,93,100,93,93,93,69,69,75,99,59,59,81,81,59
2016-1-9T7Z,93,100,81,100,66,100,56,100,92,92,40,93,100,92,85,81,93,93,93,93,100,93,100,100,87,100,86,75,69,100,100,55,52,67,67,55
2016-1-9T8Z,93,93,87,100,76,76,65,100,86,92,43,93,100,74,85,81,87,93,93,87,93,100,100,100,87,100,75,74,69,80,100,55,48,67,67,55
2016-1-9T9Z,93,93,85,100,74,76,63,100,86,92,41,91,97,75,82,81,89,91,91,88,94,96,100,98,88,100,75,74,73,81,100,56,43,62,62,54
2016-1-9T10Z,93,93,81,100,70,76,60,100,86,92,37,87,87,80,72,81,100,87,87,93,100,87,100,93,93,100,75,74,80,86,100,59,35,55,55,52
2016-1-9T11Z,100,92,87,100,73,78,65,94,84,87,43,87,87,83,75,86,100,90,86,94,96,87,98,95,95,100,81,100,91,90,96,55,37,59,59,55
2016-1-9T12Z,100,91,76,100,70,87,64,86,86,92,57,87,82,80,84,86,93,87,87,93,100,87,100,100,87,100,86,94,91,100,95,54,37,57,57,55
2016-1-9T13Z,100,86,76,100,72,87,73,92,88,92,57,81,81,76,84,89,96,87,89,93,96,87,100,100,87,100,83,80,93,100,95,51,37,51,51,55
2016-1-9T14Z,100,80,76,100,75,88,86,100,92,92,59,75,81,73,84,93,100,87,93,93,93,87,100,100,87,99,81,85,92,100,94,55,49,60,60,56
2016-1-9T15Z,100,82,73,100,71,88,83,100,86,92,56,77,78,73,80,93,96,84,93,87,93,89,96,91,79,93,75,75,74,100,95,62,42,62,62,62
2016-1-9T16Z,100,86,71,100,66,88,80,100,80,92,53,80,76,73,77,93,93,81,93,81,93,93,93,83,71,93,70,76,77,100,94,63,42,67,67,62
2016-1-9T17Z,100,92,84,100,62,82,62,100,79,88,58,83,87,77,77,96,96,86,96,100,91,87,90,69,79,100,73,81,95,100,91,71,48,100,100,71
2016-1-9T18Z,97,80,81,100,57,81,44,100,74,79,47,87,62,73,78,100,86,76,93,100,71,87,93,69,62,100,71,82,95,70,90,71,48,100,100,71
2016-1-9T19Z,86,77,78,100,53,63,46,81,63,73,42,78,60,70,74,100,89,76,96,97,73,84,90,77,63,100,71,87,99,70,90,76,55,100,100,76
2016-1-9T20Z,89,75,76,100,50,44,49,62,51,68,38,69,58,68,71,100,93,76,100,100,76,93,87,69,66,98,71,88,99,70,89,75,64,100,100,77
2016-1-9T21Z,81,72,73,88,57,45,47,56,49,68,41,69,57,65,68,96,89,71,96,100,78,93,87,71,68,87,73,75,80,80,90,76,62,100,100,76
2016-1-9T22Z,83,70,71,75,67,48,46,50,48,68,46,69,57,62,65,92,86,67,93,100,81,93,87,74,71,87,76,77,81,93,89,76,66,100,100,76
2016-1-9T23Z,93,84,84,86,65,56,43,64,59,73,43,70,70,69,67,93,92,82,94,98,85,90,90,78,79,100,86,87,86,96,89,81,100,100,100,81
2016-1-10T0Z,94,70,87,81,82,58,41,50,44,74,52,64,84,67,65,86,86,76,93,81,81,87,100,83,75,100,87,84,85,93,89,81,100,100,100,80
2016-1-10T1Z,100,71,87,88,82,59,48,60,48,81,59,64,78,69,64,80,91,83,96,89,85,89,94,83,75,100,89,75,80,95,91,81,100,100,100,76
2016-1-10T2Z,100,75,87,100,82,62,61,76,55,92,69,64,70,72,64,73,100,93,100,100,93,93,87,83,75,98,93,81,83,100,90,80,100,100,100,76
2016-1-10T3Z,93,75,84,96,79,73,62,83,60,85,71,66,75,69,64,75,96,90,100,93,90,93,93,88,77,93,96,87,86,96,91,81,71,100,100,81
2016-1-10T4Z,93,75,81,93,76,87,65,93,68,78,74,69,81,66,64,79,92,87,100,87,87,93,100,94,81,93,100,88,86,93,90,81,71,99,99,81
2016-1-10T5Z,93,86,90,96,83,90,68,83,66,67,80,69,79,66,71,78,95,81,93,87,87,93,100,94,86,93,100,93,86,96,88,81,76,93,93,81
2016-1-10T6Z,94,80,81,100,76,100,75,93,68,100,79,68,78,66,70,77,100,81,93,87,100,93,99,94,81,93,99,93,84,93,89,80,72,89,89,80
2016-1-10T7Z,100,75,90,100,76,100,72,93,68,96,67,64,78,71,69,72,79,93,95,100,96,93,93,100,83,93,87,93,80,96,100,76,54,71,71,76
2016-1-10T8Z,100,70,100,100,76,100,70,93,68,92,67,64,77,70,69,72,79,92,95,99,93,92,93,100,87,92,87,93,83,100,100,76,64,77,77,78
2016-1-10T9Z,100,84,87,100,76,100,70,96,76,92,67,68,73,74,69,75,79,86,93,93,93,93,96,96,87,93,93,93,86,93,100,48,51,67,67,48
2016-1-10T10Z,100,100,74,100,76,100,70,100,85,92,67,74,69,77,69,78,79,80,92,87,93,93,100,94,87,93,100,93,86,87,100,47,48,65,65,47
2016-1-10T11Z,100,94,86,100,84,97,75,92,65,67,74,72,69,77,63,71,89,75,92,93,91,93,87,100,89,100,97,93,86,91,100,45,35,59,59,45
2016-1-10T12Z,100,92,80,93,87,100,81,93,85,92,79,68,69,76,69,70,79,92,92,92,100,92,86,99,93,99,87,93,84,100,99,46,34,59,59,45
2016-1-10T13Z,100,89,88,96,87,100,83,90,79,85,74,70,69,73,75,68,78,89,91,85,93,82,87,97,90,93,87,93,80,96,95,55,32,59,59,73
2016-1-10T14Z,100,86,100,100,87,100,86,87,73,77,69,74,69,71,83,65,78,86,92,81,86,77,81,94,87,93,87,93,82,93,94,56,40,64,64,59
2016-1-10T15Z,100,92,100,100,81,100,80,81,85,92,74,68,69,71,76,65,78,79,92,93,92,59,76,78,70,93,87,93,75,87,95,63,39,71,71,63
2016-1-10T16Z,100,96,81,100,87,76,75,87,73,66,60,79,60,71,69,60,66,74,85,69,92,52,71,69,75,93,82,93,80,93,95,63,42,76,76,63
2016-1-10T17Z,100,92,100,100,76,81,61,76,78,62,60,55,56,65,63,61,66,68,78,100,86,51,66,88,70,93,87,93,86,93,92,76,48,100,100,76
2016-1-10T18Z,100,80,81,93,67,71,61,66,63,58,52,47,73,51,58,52,66,63,78,69,74,39,58,78,94,93,82,87,86,37,92,72,51,100,100,82
2016-1-10T19Z,80,100,64,75,63,87,57,57,47,50,49,44,66,47,53,48,78,68,78,75,68,48,43,65,80,100,100,93,86,93,88,87,54,100,100,87
2016-1-10T20Z,75,99,67,77,63,87,56,58,51,52,49,47,65,49,53,48,80,64,78,74,70,50,44,67,80,86,99,72,75,92,88,87,58,100,100,87
2016-1-10T21Z,75,86,51,75,62,87,48,54,55,36,45,41,66,48,53,52,78,58,85,64,68,51,40,73,80,86,76,76,76,24,88,86,62,100,100,86
2016-1-10T22Z,75,70,62,72,60,87,49,55,51,53,42,41,63,46,55,52,77,58,78,74,65,58,43,78,80,86,81,93,87,42,89,81,100,100,100,81
2016-1-10T23Z,81,53,76,70,59,87,51,58,47,74,40,41,60,44,58,52,77,58,78,73,62,58,48,78,80,85,87,92,87,62,88,79,100,100,100,81
2016-1-11T0Z,86,69,81,72,60,84,51,56,47,59,41,45,69,47,63,54,77,58,78,70,62,61,51,75,74,68,73,54,93,62,89,81,76,100,100,81
2016-1-11T1Z,87,88,87,75,62,82,51,54,47,42,44,51,80,52,69,57,77,58,78,66,62,66,55,73,68,68,60,52,94,62,89,81,78,100,100,81
2016-1-11T2Z,93,88,89,86,67,88,63,67,56,41,48,55,72,62,48,61,88,64,78,86,71,71,64,73,68,68,67,49,100,72,89,87,100,100,100,87
2016-1-11T3Z,94,69,81,100,71,93,61,57,47,79,69,59,80,62,70,61,71,67,77,85,53,70,63,73,58,67,64,50,94,71,88,86,97,98,98,86
2016-1-11T4Z,100,74,81,100,73,96,66,74,54,70,56,55,86,62,76,78,77,73,77,62,62,66,55,77,57,67,59,56,69,64,87,81,81,87,87,81
2016-1-11T5Z,100,80,81,100,76,100,73,93,63,62,55,55,85,62,83,77,77,73,77,62,73,66,55,77,57,68,59,70,71,57,87,81,85,89,89,81
2016-1-11T6Z,100,60,93,100,82,100,56,81,73,35,60,55,72,57,83,85,65,73,71,68,78,61,58,72,62,67,38,47,80,87,87,71,71,71,71,71
2016-1-11T7Z,100,92,93,100,82,100,48,81,85,41,64,59,73,62,83,78,77,78,77,80,67,65,54,72,61,79,69,47,63,95,100,58,66,54,54,58
2016-1-11T8Z,92,91,93,100,82,99,48,80,84,41,64,59,72,62,81,77,78,77,76,79,67,66,54,73,60,62,68,43,63,95,100,55,67,54,54,55
2016-1-11T9Z,90,100,100,100,82,100,48,87,85,41,69,59,64,62,76,92,77,78,77,79,67,83,58,72,61,61,50,42,64,60,99,56,64,53,53,55
2016-1-11T10Z,86,100,93,96,81,96,55,100,79,79,73,70,71,68,76,85,70,78,77,86,78,89,79,77,66,61,54,40,73,55,99,63,48,51,51,63
2016-1-11T11Z,100,99,93,92,80,95,55,99,78,78,72,70,70,73,74,79,71,77,84,86,78,89,85,77,65,73,49,100,67,56,99,67,37,51,51,67
2016-1-11T12Z,98,100,87,100,87,96,51,100,85,73,74,70,71,73,83,78,84,85,84,85,72,88,85,77,66,73,49,84,66,59,97,67,37,52,52,67
2016-1-11T13Z,92,93,84,100,87,93,52,100,76,59,74,74,70,80,83,71,80,81,83,65,74,85,75,86,63,79,57,39,62,55,91,67,37,59,59,67
2016-1-11T14Z,94,87,82,100,87,91,55,100,67,44,74,80,69,79,83,73,77,78,84,67,78,82,85,77,61,79,49,59,61,51,89,68,49,67,67,68
2016-1-11T15Z,92,89,87,100,79,91,59,88,69,51,67,72,71,76,76,67,74,78,81,58,75,67,58,74,63,73,47,100,57,49,91,72,34,67,67,72
2016-1-11T16Z,90,93,93,100,71,91,64,75,73,61,60,64,75,74,70,62,71,79,78,49,72,52,31,72,66,72,46,83,57,48,91,72,35,71,71,72
2016-1-11T17Z,86,100,96,100,66,81,39,57,58,42,56,41,57,69,71,54,78,50,78,44,57,37,27,63,57,67,62,34,57,48,93,76,42,100,100,76
2016-1-11T18Z,86,99,95,100,65,80,39,56,58,41,55,45,54,64,71,50,78,40,72,41,57,32,26,60,57,57,62,34,52,47,93,87,47,100,100,87
2016-1-11T19Z,88,86,29,100,51,55,39,46,58,37,43,44,54,63,71,49,85,39,72,40,57,31,26,60,57,57,61,31,50,44,92,87,49,100,100,87
2016-1-11T20Z,100,92,56,100,48,59,38,57,71,55,44,42,56,55,73,48,92,32,79,33,74,30,26,60,56,57,58,24,44,71,89,87,62,100,100,87
2016-1-11T21Z,97,80,72,86,39,29,31,35,85,23,54,42,58,55,71,47,79,32,79,33,57,30,26,60,44,57,57,41,45,35,88,87,66,100,100,87
2016-1-11T22Z,86,80,44,89,37,32,31,33,63,21,53,59,64,68,71,53,73,38,77,47,61,69,38,73,47,57,47,99,51,37,87,87,100,100,100,87
2016-1-11T23Z,89,80,15,93,36,37,31,32,40,20,53,45,71,59,71,45,67,32,79,38,66,76,32,68,52,59,36,98,51,41,87,84,100,100,100,87
2016-1-12T0Z,93,80,48,96,37,38,33,42,53,25,59,50,68,57,71,48,79,38,81,42,66,75,49,66,56,61,46,30,47,69,87,87,100,100,100,87
2016-1-12T1Z,94,81,87,100,39,41,36,54,68,32,66,56,66,55,71,52,92,46,85,47,66,75,68,64,61,60,57,31,47,100,87,87,100,100,100,87
2016-1-12T2Z,100,90,87,98,50,60,53,60,61,40,76,62,76,64,76,61,95,48,86,52,81,80,59,81,64,57,60,35,51,100,87,87,100,100,100,87
2016-1-12T3Z,98,93,93,93,54,33,56,75,54,63,80,65,87,64,77,56,79,37,85,59,85,80,73,68,67,57,53,35,51,60,87,87,96,99,99,87
2016-1-12T4Z,93,96,93,96,57,59,59,77,60,42,86,69,93,69,84,64,73,32,86,50,92,86,85,93,69,61,85,35,56,59,87,87,66,93,93,87
2016-1-12T5Z,94,100,93,100,62,88,64,81,68,21,85,69,92,69,83,64,73,32,86,50,92,86,84,93,72,64,84,56,61,59,86,84,73,94,94,86
2016-1-12T6Z,93,93,93,100,71,70,59,86,73,16,86,69,100,64,84,51,67,32,80,68,92,69,92,93,67,66,67,72,61,48,87,81,81,81,81,81
2016-1-12T7Z,93,93,90,98,76,70,57,81,73,15,100,78,100,64,70,81,67,32,86,55,79,93,85,87,67,78,85,49,61,72,100,67,67,62,62,67
2016-1-12T8Z,93,93,76,93,76,75,51,80,73,14,99,77,99,64,70,80,67,33,86,55,79,92,84,87,67,92,84,49,56,72,100,55,55,54,54,55
2016-1-12T9Z,93,86,40,93,76,86,59,93,73,16,79,78,100,59,77,64,72,32,86,45,92,86,92,100,73,92,85,49,58,100,98,53,54,53,53,54
2016-1-12T10Z,93,92,100,96,57,93,57,86,75,15,100,71,100,82,77,64,72,40,74,58,86,100,92,93,79,92,73,53,72,78,90,45,48,48,48,45
2016-1-12T11Z,76,100,81,100,61,49,55,86,79,14,77,69,93,64,70,55,67,47,74,73,86,69,54,100,86,85,73,78,72,72,90,52,42,45,45,45
2016-1-12T12Z,93,100,100,100,61,93,59,93,79,14,77,69,100,82,76,59,65,47,86,73,92,100,73,87,92,92,62,45,66,85,90,42,40,42,42,42
2016-1-12T13Z,93,99,100,100,60,93,59,92,78,14,76,69,99,80,75,58,64,47,86,71,91,99,72,87,91,92,62,50,72,84,78,45,40,42,42,45
2016-1-12T14Z,94,80,100,100,45,100,80,58,67,48,69,80,93,49,69,51,60,51,92,55,79,86,63,93,86,91,62,64,70,62,78,50,51,53,53,47
2016-1-12T15Z,93,80,96,100,46,96,72,58,72,38,72,73,87,52,66,46,62,51,83,44,79,60,48,93,86,74,58,47,67,56,78,67,42,54,54,67
2016-1-12T16Z,93,80,93,100,49,93,64,58,79,26,76,65,81,57,63,41,65,51,73,32,79,32,32,93,86,74,55,45,68,50,79,67,44,59,59,67
2016-1-12T17Z,93,89,39,100,32,48,53,32,76,36,47,53,54,41,64,48,65,45,72,33,67,18,24,100,71,86,51,41,73,50,89,72,63,100,100,72
2016-1-12T18Z,93,100,38,100,31,48,45,32,47,42,47,52,54,42,63,41,64,44,78,45,67,14,25,93,71,86,51,38,73,49,89,76,51,100,100,76
2016-1-12T19Z,93,100,34,100,25,48,36,32,34,25,60,36,54,42,59,41,56,42,77,44,73,13,25,92,86,84,51,45,77,47,88,77,51,100,100,76
2016-1-12T20Z,93,100,57,100,28,46,34,40,58,44,55,55,57,54,62,46,77,51,75,41,81,13,35,88,81,73,62,69,100,73,88,87,54,100,100,87
2016-1-12T21Z,94,87,31,100,17,22,34,26,38,16,50,39,39,45,59,42,66,34,72,38,67,13,29,87,73,73,59,71,96,59,88,87,59,100,100,87
2016-1-12T22Z,100,87,52,100,27,19,33,25,38,19,39,54,41,43,59,42,68,32,72,42,67,37,27,88,67,73,53,80,79,52,88,87,100,100,100,87
2016-1-12T23Z,100,87,76,100,39,16,32,25,38,24,29,71,44,42,59,42,71,31,72,48,67,26,26,77,61,73,47,82,79,45,88,83,100,100,100,86
2016-1-13T0Z,100,92,63,100,39,25,31,35,36,31,42,71,54,45,64,49,68,31,74,48,69,43,33,72,61,62,55,80,85,70,88,93,71,100,100,93
2016-1-13T1Z,98,100,48,100,39,36,31,47,35,40,57,71,66,49,70,57,65,32,77,48,73,63,41,68,61,62,64,80,87,100,87,93,74,100,100,93
2016-1-13T2Z,93,100,64,100,41,55,47,48,40,43,66,69,73,58,71,61,82,40,77,50,75,68,44,79,62,62,64,80,100,100,86,93,100,100,100,93
2016-1-13T3Z,93,93,51,100,58,54,45,61,47,29,57,53,76,49,76,57,71,46,77,69,67,45,51,67,66,62,64,73,95,86,86,93,96,98,98,93
2016-1-13T4Z,93,90,65,100,64,63,46,66,43,32,80,66,100,57,76,78,71,49,77,65,72,52,47,67,68,67,49,54,73,42,86,93,71,87,87,93
2016-1-13T5Z,94,87,82,100,71,75,48,72,40,37,80,66,99,57,77,78,71,49,76,65,72,53,47,67,72,69,49,67,75,42,85,88,77,89,89,91
2016-1-13T6Z,93,87,71,100,76,81,64,72,67,30,80,65,93,57,77,62,60,53,71,64,66,49,37,59,72,67,38,45,92,100,86,81,76,81,81,81
