date,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2016-1-19T12Z,82,100,100,100,87,87,75,93,63,100,100,77,87,62,76,85,70,66,77,79,78,51,85,47,77,72,56,53,67,44,73,69,91,100,100,67
2016-1-19T13Z,87,91,97,100,89,92,72,96,59,96,100,84,87,59,76,74,73,66,77,65,81,51,79,45,74,72,56,56,77,45,78,87,31,100,100,77
2016-1-19T14Z,90,81,93,100,93,100,70,100,54,92,100,93,87,57,76,61,77,66,77,48,85,51,72,43,71,72,56,70,75,48,76,87,41,100,100,87
2016-1-19T15Z,81,81,95,100,93,100,74,97,54,95,91,90,78,59,76,61,69,59,74,50,79,43,57,40,68,67,54,44,71,48,78,82,39,100,100,82
2016-1-19T16Z,81,81,100,100,93,100,80,93,55,100,81,87,67,62,76,62,60,52,71,54,72,35,38,38,66,66,52,41,71,49,78,82,39,100,100,82
2016-1-19T17Z,81,89,97,100,83,89,67,81,61,85,69,81,60,72,76,59,79,49,83,49,83,50,43,59,60,62,51,35,71,73,80,87,44,100,100,87
2016-1-19T18Z,81,81,93,93,82,71,61,47,45,80,67,67,55,73,65,62,56,44,61,45,62,28,28,83,61,62,41,35,69,42,80,87,44,100,100,87
2016-1-19T19Z,81,85,95,93,77,67,61,55,43,69,67,65,52,81,65,57,53,44,58,42,62,23,26,60,61,63,39,36,65,40,84,87,44,100,100,87
2016-1-19T20Z,85,93,100,93,72,63,61,67,42,55,67,63,49,92,65,53,51,45,56,40,62,19,24,33,61,63,38,56,65,39,84,84,55,100,100,87
2016-1-19T21Z,81,93,100,93,69,66,59,67,38,55,57,61,47,88,62,61,49,43,54,39,58,18,22,33,58,63,38,30,66,37,84,93,50,100,100,90
2016-1-19T22Z,81,93,100,93,67,72,57,67,34,55,46,59,46,85,60,73,47,42,52,38,53,18,20,33,56,63,38,30,66,36,84,93,54,100,100,93
2016-1-19T23Z,81,96,97,96,77,69,55,64,50,52,46,60,47,87,66,68,71,45,61,37,61,43,30,57,58,70,43,30,72,64,90,93,100,100,100,94
2016-1-20T0Z,81,87,82,93,93,77,76,28,39,64,46,55,59,92,65,73,44,42,61,31,57,29,33,41,61,73,49,32,72,44,89,93,100,100,100,93
2016-1-20T1Z,87,89,86,95,90,78,77,32,41,64,55,53,67,92,63,77,50,42,63,38,60,43,42,44,64,73,50,42,72,41,89,93,100,100,100,93
2016-1-20T2Z,89,93,93,100,87,82,81,41,45,64,71,50,81,92,60,85,61,42,66,50,67,64,57,50,71,73,53,59,71,38,89,93,100,100,100,93
2016-1-20T3Z,87,93,96,96,87,87,81,47,46,65,93,70,82,85,71,92,52,45,66,50,66,60,67,66,73,68,57,45,78,36,89,87,71,100,100,87
2016-1-20T4Z,88,93,100,93,87,93,81,54,48,68,93,69,82,85,71,91,51,44,65,50,66,60,67,66,77,68,57,46,78,36,89,87,71,99,99,87
2016-1-20T5Z,93,96,98,96,93,94,79,50,55,65,93,66,87,85,78,85,48,42,61,51,72,80,73,71,77,73,62,50,78,42,90,93,71,93,93,93
2016-1-20T6Z,100,93,82,100,93,100,81,50,69,74,93,66,93,85,78,92,85,46,67,51,72,69,85,71,77,68,62,50,72,42,90,93,61,81,81,93
2016-1-20T7Z,98,93,100,100,93,93,86,62,74,52,93,66,93,85,78,92,84,46,67,50,72,69,84,71,77,68,62,50,73,45,91,91,58,81,81,92
2016-1-20T8Z,93,96,98,100,87,95,83,66,71,48,93,72,93,85,78,92,78,46,78,44,78,98,79,76,84,68,67,54,78,45,100,82,44,87,87,82
2016-1-20T9Z,87,81,37,93,93,100,76,71,69,49,93,80,100,85,85,85,85,46,78,54,78,59,73,76,84,68,53,50,78,53,100,82,38,81,81,76
2016-1-20T10Z,93,81,88,95,95,90,82,70,75,62,87,80,100,92,85,92,80,46,85,44,80,93,68,71,81,68,67,63,72,55,100,59,36,81,81,59
2016-1-20T11Z,94,81,93,100,100,99,87,70,80,35,86,80,99,91,85,91,72,46,84,44,85,93,67,71,77,71,66,75,70,62,100,65,50,85,85,63
2016-1-20T12Z,100,83,66,96,96,99,87,84,82,37,93,86,96,88,85,95,78,62,85,44,81,93,60,73,80,79,67,58,72,64,100,59,34,87,87,59
2016-1-20T13Z,98,87,37,93,93,99,87,100,86,41,100,93,93,85,85,100,85,79,85,44,78,93,53,76,84,78,67,67,72,68,98,60,34,84,84,59
2016-1-20T14Z,93,91,67,96,93,97,88,88,80,48,79,88,89,86,82,92,92,84,84,45,87,80,54,78,71,73,64,96,72,83,91,67,34,71,71,67
2016-1-20T15Z,93,81,80,93,100,87,93,100,85,55,87,74,76,85,85,85,78,92,78,45,78,71,46,71,78,73,63,83,71,68,91,68,34,72,72,67
2016-1-20T16Z,93,81,89,96,93,92,93,82,75,45,100,69,66,85,85,79,78,86,78,34,72,50,68,63,72,73,57,47,67,100,98,76,39,81,81,76
2016-1-20T17Z,95,81,100,100,87,100,93,62,65,35,99,69,66,85,85,79,78,86,78,34,72,49,67,63,66,74,57,63,68,100,96,76,53,85,85,78
2016-1-20T18Z,87,81,93,100,68,72,71,44,49,21,76,82,66,79,85,68,67,100,73,38,67,37,37,49,72,68,43,43,67,100,91,76,50,100,100,81
2016-1-20T19Z,87,79,93,100,68,70,69,42,47,21,82,61,63,85,79,63,67,83,79,93,79,44,37,49,62,63,56,40,57,100,89,87,50,100,100,87
2016-1-20T20Z,81,70,93,100,72,60,62,42,42,23,81,61,63,84,79,63,67,82,79,91,79,44,37,49,62,63,55,40,57,100,89,93,50,100,100,93
2016-1-20T21Z,80,70,87,93,68,68,54,34,34,26,82,57,63,74,79,73,67,83,73,68,67,43,34,49,67,63,56,40,57,59,89,93,55,100,100,93
2016-1-20T22Z,75,68,89,93,69,68,51,34,29,29,82,58,64,76,79,68,72,81,75,83,67,46,46,49,75,63,58,43,57,78,90,93,100,100,100,93
2016-1-20T23Z,80,66,93,93,72,68,48,34,24,33,82,61,67,79,79,63,78,80,78,100,67,50,59,49,85,65,61,61,60,100,89,89,100,100,100,92
2016-1-21T0Z,75,67,93,96,79,69,52,36,19,33,79,62,71,82,81,67,81,85,78,100,67,70,62,59,85,79,59,50,67,82,90,87,71,100,100,87
2016-1-21T1Z,75,70,93,100,87,72,58,39,15,35,76,65,77,86,85,73,85,92,78,100,67,70,66,58,85,79,58,50,66,64,89,87,74,100,100,87
2016-1-21T2Z,75,84,93,96,86,83,69,56,38,39,81,73,83,79,82,79,92,88,85,100,72,81,80,55,84,85,61,50,66,81,88,87,100,100,100,87
2016-1-21T3Z,76,81,100,100,82,100,58,47,28,44,87,66,93,79,85,79,92,96,85,99,78,81,80,55,85,84,63,62,68,50,88,86,97,98,98,86
2016-1-21T4Z,81,81,100,100,87,100,64,54,37,40,66,71,93,79,85,85,78,100,85,93,81,87,86,59,85,73,63,100,78,100,89,81,81,87,87,81
2016-1-21T5Z,86,81,100,100,93,100,71,62,48,37,66,71,93,79,85,84,78,99,84,93,85,87,85,60,85,76,63,100,75,100,88,81,85,89,89,81
2016-1-21T6Z,87,93,100,100,93,100,61,65,58,41,93,71,93,79,85,79,72,100,78,86,85,81,86,72,92,79,58,54,72,100,89,81,81,81,81,76
2016-1-21T7Z,87,100,100,100,87,100,73,70,58,43,93,76,100,79,85,73,78,100,78,100,79,87,86,77,85,79,63,54,78,100,100,71,76,62,62,71
2016-1-21T8Z,93,100,99,100,86,99,72,69,58,43,93,76,99,79,84,73,79,99,77,99,78,93,85,77,84,79,63,58,84,100,100,51,66,51,51,51
2016-1-21T9Z,93,87,100,100,87,100,35,65,54,43,93,71,100,79,85,92,78,100,92,100,79,93,92,77,85,79,68,58,82,100,100,50,65,50,50,50
2016-1-21T10Z,93,87,100,100,93,100,43,69,58,43,100,71,100,85,85,85,78,100,78,100,79,93,100,87,81,85,73,58,77,74,100,45,59,48,48,45
2016-1-21T11Z,94,87,100,100,100,100,52,75,63,45,99,71,99,85,84,85,78,99,77,99,78,92,98,87,78,87,73,72,72,74,99,52,68,59,59,50
2016-1-21T12Z,93,87,100,100,96,96,53,80,62,45,93,87,93,79,85,85,85,92,84,93,82,87,92,82,81,73,73,58,84,87,100,59,45,45,45,59
2016-1-21T13Z,93,87,100,100,93,93,56,86,62,45,93,87,93,79,85,84,85,91,83,93,85,86,91,81,85,72,72,55,82,100,99,60,45,44,44,59
2016-1-21T14Z,93,93,100,100,88,89,61,71,61,44,93,91,93,85,84,82,92,91,78,93,89,78,79,76,79,62,69,50,78,100,94,67,45,39,39,72
2016-1-21T15Z,94,87,93,100,87,100,45,86,58,46,87,93,100,79,92,85,85,97,85,93,79,47,86,68,92,62,63,46,75,64,94,67,45,41,41,72
2016-1-21T16Z,100,87,89,100,87,100,48,74,50,43,69,90,89,81,92,82,82,91,79,87,79,47,70,61,83,62,60,37,61,61,95,72,51,62,62,72
2016-1-21T17Z,99,87,86,100,87,100,52,59,40,41,48,87,77,85,92,79,79,86,73,81,79,48,52,53,73,63,58,58,63,59,93,73,61,69,69,73
2016-1-21T18Z,100,81,82,100,34,82,40,23,40,32,28,87,88,79,85,73,63,86,67,87,73,48,39,49,67,58,61,40,57,59,88,87,47,100,100,87
2016-1-21T19Z,93,80,80,99,33,79,39,22,39,32,27,87,86,79,85,72,63,86,66,88,73,48,38,49,67,58,60,34,57,59,86,93,58,100,100,93
2016-1-21T20Z,93,76,59,87,26,46,34,16,30,34,26,87,72,79,92,68,68,93,62,100,79,51,36,53,73,59,58,53,59,59,85,89,66,100,100,92
2016-1-21T21Z,93,76,60,89,22,44,30,14,26,34,27,86,69,79,88,68,68,87,67,94,79,56,36,53,73,53,58,37,57,63,86,87,58,100,100,87
2016-1-21T22Z,93,76,63,93,19,43,26,12,22,34,29,86,67,79,85,68,68,80,73,87,79,63,36,53,73,54,58,51,57,69,86,87,62,100,100,87
2016-1-21T23Z,93,87,76,94,28,44,28,32,45,39,32,86,79,82,85,71,83,87,78,92,79,64,50,63,75,72,59,99,61,83,86,87,100,100,100,87
2016-1-22T0Z,93,76,72,100,43,77,18,13,20,37,27,75,71,79,85,68,79,80,73,87,86,72,64,60,67,53,50,87,61,100,86,87,100,100,100,81
2016-1-22T1Z,93,76,72,97,52,83,26,18,28,43,34,70,68,76,85,70,79,80,73,92,86,72,62,63,68,85,51,46,66,100,86,87,100,100,100,83
2016-1-22T2Z,92,76,72,93,68,93,39,28,41,54,46,64,66,73,85,73,79,80,73,100,86,72,60,68,72,85,54,62,66,100,85,83,100,100,100,87
2016-1-22T3Z,93,80,76,95,67,80,36,28,38,59,47,66,67,73,85,73,81,80,75,100,83,72,59,64,69,53,52,46,61,100,86,87,76,100,100,87
2016-1-22T4Z,93,87,82,100,67,62,34,30,34,68,49,69,70,73,85,73,85,80,79,100,79,72,59,60,67,53,50,44,61,100,86,86,74,96,96,86
2016-1-22T5Z,93,84,84,99,65,71,49,34,46,67,45,73,77,80,86,74,92,88,80,98,80,81,61,72,69,67,61,38,61,100,87,81,61,70,70,81
2016-1-22T6Z,93,81,93,87,93,71,34,39,58,54,56,69,80,73,85,79,79,100,78,100,85,77,55,68,84,65,53,39,62,100,88,79,61,68,68,80
2016-1-22T7Z,93,83,90,92,90,78,37,43,58,57,60,71,80,73,82,79,79,100,81,100,85,74,66,68,81,53,57,45,67,100,100,71,66,62,62,71
2016-1-22T8Z,91,87,87,100,87,87,42,48,58,62,65,74,81,73,79,79,79,100,85,100,85,72,80,68,78,57,62,64,65,100,99,69,72,69,69,72
2016-1-22T9Z,93,87,87,100,87,89,48,51,60,58,62,74,75,75,81,79,81,93,82,100,82,69,86,72,84,48,64,53,67,93,100,63,55,58,58,63
2016-1-22T10Z,91,87,87,100,87,93,56,56,63,54,60,74,69,79,85,79,85,86,79,100,79,67,94,78,92,48,67,53,67,86,99,62,52,57,57,62
2016-1-22T11Z,87,92,90,97,81,83,61,47,63,55,64,74,74,85,84,73,92,100,85,93,81,68,86,78,84,48,72,53,67,92,99,59,37,51,51,59
2016-1-22T12Z,88,93,81,93,93,76,60,52,54,50,64,74,74,84,85,73,85,99,84,93,92,68,85,78,85,47,71,53,67,80,96,60,36,49,49,59
2016-1-22T13Z,93,93,86,96,96,87,64,53,55,55,56,77,77,83,85,77,79,92,80,98,88,76,86,93,85,45,73,53,72,74,83,72,34,39,39,59
2016-1-22T14Z,92,93,93,100,100,100,69,56,58,62,74,74,74,79,85,73,73,86,79,100,85,72,80,94,85,49,67,68,72,69,80,69,46,50,50,59
2016-1-22T15Z,93,87,96,96,87,96,69,54,58,60,65,69,74,79,79,70,75,92,73,100,85,81,82,94,85,58,60,38,57,57,83,62,52,62,62,62
2016-1-22T16Z,93,81,100,93,71,93,69,52,58,58,56,64,74,79,73,68,79,100,67,100,85,93,86,94,85,58,53,36,56,45,83,63,51,66,66,62
2016-1-22T17Z,93,89,98,96,54,73,53,45,69,49,50,73,73,81,81,69,89,96,74,100,89,94,88,96,75,68,54,33,53,71,88,76,45,100,100,76
2016-1-22T18Z,93,87,86,100,54,58,42,28,43,38,45,52,74,73,73,63,86,92,79,100,49,88,79,94,79,67,49,33,51,75,88,75,45,100,100,75
2016-1-22T19Z,93,81,89,96,47,44,36,21,38,36,41,48,69,75,70,65,86,89,73,96,45,78,82,94,76,58,49,33,45,80,89,71,47,100,100,71
2016-1-22T20Z,93,76,93,93,39,28,30,14,33,34,37,45,64,79,67,68,86,86,68,93,42,68,86,94,73,59,49,54,51,87,89,71,57,100,100,72
2016-1-22T21Z,93,71,96,87,35,27,28,13,28,35,37,45,64,73,64,65,82,86,68,89,43,54,88,96,67,54,49,39,53,89,89,76,62,100,100,76
2016-1-22T22Z,94,66,100,81,31,26,26,13,24,37,37,45,64,68,62,63,79,86,68,86,46,40,92,100,62,54,49,39,54,93,88,76,62,100,100,76
2016-1-22T23Z,100,78,96,88,30,39,29,22,46,43,34,57,60,74,69,71,89,85,74,92,62,62,91,100,68,58,56,39,62,96,88,81,62,100,100,81
2016-1-23T0Z,97,66,87,81,59,43,30,24,25,42,37,45,49,68,72,79,63,86,85,100,53,51,92,100,73,58,45,39,62,100,88,81,66,100,100,81
2016-1-23T1Z,87,72,87,89,60,52,33,22,26,44,45,50,53,70,78,76,80,88,82,100,57,52,85,94,78,58,67,39,67,74,96,87,100,100,100,87
2016-1-23T2Z,88,81,87,100,63,63,37,21,28,48,56,56,58,73,85,74,100,92,79,100,62,54,79,88,85,61,92,58,68,45,94,84,100,100,100,87
2016-1-23T3Z,93,81,93,88,64,66,42,28,34,51,67,64,58,75,85,71,92,85,76,100,67,57,81,90,82,62,85,63,78,45,96,87,71,100,100,87
2016-1-23T4Z,94,81,100,75,67,71,49,37,43,55,80,74,58,79,85,68,85,79,73,100,73,62,85,93,79,62,79,68,75,45,96,87,71,100,100,87
2016-1-23T5Z,100,81,82,87,82,77,56,43,68,69,62,78,86,79,85,73,54,86,67,100,67,87,85,88,85,67,79,85,66,49,97,93,71,100,100,93
2016-1-23T6Z,93,87,87,100,82,93,73,50,58,69,74,78,80,79,85,79,68,73,62,80,73,75,85,82,85,67,79,73,66,57,97,87,71,100,100,87
2016-1-23T7Z,87,87,93,100,82,93,60,52,68,44,80,86,86,85,79,85,68,73,67,86,79,65,79,87,85,67,85,79,72,100,100,82,76,87,87,82
2016-1-23T8Z,87,87,93,100,81,92,61,50,67,44,79,85,83,86,77,84,71,72,68,86,79,69,79,88,84,79,85,85,66,100,100,82,71,93,93,82
2016-1-23T9Z,88,87,93,100,82,87,60,56,79,51,80,86,67,85,79,85,68,73,72,74,85,70,92,82,79,78,79,83,67,53,100,83,69,90,90,82
2016-1-23T10Z,93,84,84,96,84,93,60,52,79,44,92,78,74,85,81,73,79,73,78,79,74,97,79,87,73,72,85,79,72,75,100,93,59,76,76,93
2016-1-23T11Z,94,81,76,93,87,100,60,48,79,38,91,77,73,84,85,73,79,73,78,79,63,96,79,87,67,75,85,86,68,100,100,90,68,81,81,93
2016-1-23T12Z,100,81,78,93,87,100,67,49,79,31,92,82,74,79,85,73,82,70,85,79,62,65,86,77,64,67,85,92,71,100,100,87,48,82,82,87
2016-1-23T13Z,97,81,82,93,87,100,76,52,79,24,92,86,74,79,85,73,86,68,84,79,62,64,85,76,62,67,85,90,71,100,99,84,47,82,82,85
2016-1-23T14Z,87,89,90,96,84,92,76,46,72,35,76,83,68,85,82,78,92,68,83,83,74,60,83,63,66,67,85,86,72,100,95,67,42,87,87,67
2016-1-23T15Z,87,87,76,93,87,100,65,56,85,38,62,80,65,100,85,79,85,79,85,79,68,60,63,62,67,66,86,84,70,100,95,66,44,87,87,66
2016-1-23T16Z,87,89,81,96,79,81,65,49,74,38,59,74,62,92,85,73,92,73,82,73,65,64,59,52,62,57,86,79,66,100,95,66,59,87,87,66
2016-1-23T17Z,90,93,87,100,71,62,65,43,63,38,56,69,60,85,85,68,100,68,79,73,63,64,55,52,57,60,86,86,68,100,95,69,67,89,89,68
2016-1-23T18Z,87,87,82,87,82,77,42,36,41,31,40,60,49,85,79,75,100,68,63,63,63,51,47,42,53,49,86,63,61,100,96,54,48,100,100,62
2016-1-23T19Z,93,87,81,88,80,75,40,33,39,29,40,59,48,83,78,71,100,67,64,66,66,60,45,41,52,45,87,100,61,100,98,62,71,100,100,62
2016-1-23T20Z,94,93,76,100,72,68,33,22,29,23,40,56,46,79,73,55,100,63,73,80,83,60,37,37,50,49,92,100,63,100,97,65,76,100,100,65
2016-1-23T21Z,87,90,81,94,74,61,33,20,27,20,37,52,40,82,73,49,100,63,73,71,71,60,41,37,51,45,89,100,61,100,98,58,50,100,100,58
2016-1-23T22Z,88,87,87,87,77,55,35,18,25,17,35,49,35,86,73,43,100,63,73,63,58,60,47,39,53,45,86,96,61,100,97,58,55,100,100,58
2016-1-23T23Z,93,93,90,93,84,71,35,23,47,26,33,60,44,85,79,61,100,67,78,72,67,72,58,68,59,57,84,85,61,100,95,62,100,100,100,62
2016-1-24T0Z,93,81,87,93,77,72,30,24,20,24,30,52,43,79,73,82,68,63,85,63,68,60,71,51,79,58,86,83,62,92,95,63,100,100,100,62
2016-1-24T1Z,93,81,87,96,70,78,31,28,31,27,37,64,60,81,81,70,73,67,85,68,70,61,62,56,79,73,84,79,71,95,99,71,100,100,100,71
2016-1-24T2Z,94,81,87,100,63,87,34,33,46,31,45,78,80,85,92,58,79,73,85,74,73,64,54,62,79,74,82,85,68,100,98,70,100,100,100,71
2016-1-24T3Z,93,83,84,96,66,84,36,35,53,38,52,76,80,79,92,63,76,82,92,68,78,74,58,62,81,73,80,86,78,81,99,71,66,100,100,71
2016-1-24T4Z,91,87,81,93,71,82,40,38,63,48,60,75,80,79,92,63,73,92,92,67,85,73,58,62,85,73,79,81,78,62,98,73,66,98,98,71
2016-1-24T5Z,87,87,81,93,58,100,50,43,54,64,74,78,76,85,100,79,73,92,92,58,85,69,63,71,85,73,54,68,78,100,97,87,66,87,87,87
2016-1-24T6Z,100,93,76,100,58,76,57,53,58,59,63,65,86,79,100,63,68,78,78,68,85,64,63,71,85,79,58,54,78,100,97,71,66,81,81,76
2016-1-24T7Z,93,81,81,100,47,71,57,58,68,64,74,78,86,85,100,73,63,92,100,62,85,74,63,81,92,79,53,58,77,100,100,54,62,81,81,54
2016-1-24T8Z,100,87,81,100,41,71,53,61,63,59,80,65,86,85,100,68,68,84,78,73,85,64,79,76,92,79,42,53,77,100,100,54,62,81,81,50
2016-1-24T9Z,93,87,81,98,53,75,54,59,63,57,85,80,81,79,100,79,73,85,85,73,92,74,68,76,89,85,62,57,77,44,100,62,55,81,81,58
2016-1-24T10Z,94,87,81,93,87,87,57,56,63,54,85,80,80,79,100,79,73,85,85,73,91,74,68,75,85,85,62,57,77,44,100,60,52,77,77,57
2016-1-24T11Z,100,92,89,96,83,86,69,65,65,55,86,80,77,80,100,85,73,85,92,92,85,96,79,70,85,85,67,57,77,100,100,54,36,58,58,54
2016-1-24T12Z,100,93,87,87,93,99,70,65,68,32,86,69,93,80,92,73,62,78,92,73,85,96,73,75,85,85,57,48,77,100,100,62,41,81,81,71
2016-1-24T13Z,100,100,88,93,88,84,77,74,79,46,88,71,93,80,94,74,65,78,92,74,85,90,73,75,85,79,60,61,84,100,96,81,48,81,81,81
2016-1-24T14Z,100,100,76,93,93,93,76,65,79,32,93,78,93,80,100,79,73,78,92,79,85,80,73,75,85,81,67,74,80,100,96,82,59,85,85,82
2016-1-24T15Z,93,96,84,89,93,93,76,74,76,37,75,78,62,74,96,68,73,85,92,86,79,59,34,62,82,85,58,57,72,84,96,76,51,70,70,76
2016-1-24T16Z,94,93,93,86,93,93,76,85,73,44,74,77,61,73,92,67,73,84,91,85,74,58,33,61,79,84,57,53,69,69,96,74,53,74,74,75
2016-1-24T17Z,100,95,95,92,71,71,40,35,26,19,66,50,55,64,100,59,100,61,68,41,59,45,24,54,68,79,50,42,57,59,96,62,66,100,100,62
2016-1-24T18Z,92,93,94,100,70,70,39,34,26,18,65,49,54,63,99,58,98,61,68,41,58,44,24,53,68,74,49,100,61,59,96,62,54,100,100,62
2016-1-24T19Z,89,87,51,81,67,63,37,30,29,18,52,44,52,60,92,55,64,61,80,42,55,39,24,50,68,74,46,85,60,60,96,63,55,100,100,62
2016-1-24T20Z,76,93,68,88,56,64,39,43,49,25,46,55,49,57,93,49,81,58,64,37,71,62,24,44,66,74,60,40,57,79,97,76,62,100,100,76
2016-1-24T21Z,76,81,48,93,55,42,26,25,22,33,55,44,49,57,86,49,69,51,64,37,55,62,24,43,58,74,50,40,57,55,97,74,66,100,100,75
2016-1-24T22Z,81,78,44,84,47,40,26,22,22,40,47,43,53,65,86,54,71,52,72,63,59,73,48,64,55,83,51,43,62,59,97,62,100,100,100,62
2016-1-24T23Z,85,76,41,76,39,39,26,19,23,48,40,42,59,57,86,52,74,55,69,43,64,86,35,38,53,82,53,61,65,64,97,67,100,100,100,65
2016-1-25T0Z,75,73,54,78,44,46,27,21,23,51,47,49,65,56,86,55,86,56,73,47,64,80,44,43,67,83,55,46,62,80,97,76,66,100,100,76
2016-1-25T1Z,75,70,71,81,51,55,30,25,23,55,55,58,72,56,86,60,100,59,79,52,64,75,55,50,85,83,58,46,64,100,97,76,69,100,100,76
2016-1-25T2Z,81,82,80,89,62,70,40,34,37,69,63,59,74,64,89,63,100,63,77,58,75,85,57,73,82,90,64,50,79,100,97,81,100,100,100,81
2016-1-25T3Z,81,70,87,93,51,62,46,32,26,69,72,67,77,60,100,69,86,80,68,59,69,86,79,62,62,90,58,51,80,92,97,79,100,96,96,81
2016-1-25T4Z,87,77,89,96,52,73,44,37,34,71,82,68,79,58,100,74,92,80,68,66,69,86,79,62,62,91,58,58,92,95,98,66,100,70,70,81
2016-1-25T5Z,90,87,93,100,55,87,43,43,44,74,93,71,82,56,100,80,100,80,68,74,69,86,79,62,62,89,58,71,90,100,98,70,100,75,75,82
2016-1-25T6Z,81,87,59,100,47,93,37,49,51,61,93,76,82,56,100,74,80,86,68,86,86,93,55,62,68,91,62,67,85,100,98,66,61,70,70,71
2016-1-25T7Z,86,89,65,100,47,94,37,49,53,59,100,82,87,60,100,89,100,77,74,79,96,86,92,62,67,89,92,63,79,100,100,62,50,65,65,62
2016-1-25T8Z,89,100,100,100,50,100,39,52,68,54,99,82,86,60,100,88,100,76,74,78,95,86,91,63,67,87,91,75,80,100,100,65,61,72,72,66
2016-1-25T9Z,86,93,100,100,50,100,40,52,70,54,93,93,93,69,92,89,86,77,74,79,80,93,86,66,69,89,92,73,85,100,100,66,100,100,100,66
2016-1-25T10Z,88,87,100,100,50,100,42,52,73,54,92,92,92,69,92,88,86,76,74,78,80,93,85,66,72,87,91,78,82,100,100,67,100,100,100,68
2016-1-25T11Z,94,89,100,100,69,94,56,64,69,57,89,89,88,77,92,87,93,75,76,77,84,93,74,83,66,80,72,89,74,100,100,74,100,100,100,84
2016-1-25T12Z,86,81,87,100,71,71,39,78,65,59,100,82,93,74,92,74,68,68,73,86,86,95,68,76,78,80,58,78,85,100,100,71,38,100,100,71
2016-1-25T13Z,80,86,90,98,71,75,39,74,65,61,100,87,93,80,92,69,79,68,79,80,86,87,86,71,81,74,85,73,85,100,99,81,36,52,52,81
2016-1-25T14Z,85,100,100,93,71,87,39,64,68,68,99,86,92,79,92,69,79,67,78,79,86,86,85,71,92,76,84,82,83,100,99,81,50,62,62,83
2016-1-25T15Z,80,90,90,96,75,93,39,60,70,73,100,72,77,80,100,69,100,60,59,44,95,50,48,67,58,69,58,55,85,64,99,81,30,56,56,87
2016-1-25T16Z,93,81,81,100,53,100,39,49,74,80,93,55,68,86,86,70,64,52,59,60,59,54,45,63,59,69,84,43,85,48,99,81,33,56,56,87
